Mês,Código SH4,Descrição SH4,2025 - Valor US$ FOB,2024 - Valor US$ FOB,2023 - Valor US$ FOB,2022 - Valor US$ FOB,2021 - Valor US$ FOB,2020 - Valor US$ FOB,2019 - Valor US$ FOB,2018 - Valor US$ FOB,2017 - Valor US$ FOB,2016 - Valor US$ FOB,2015 - Valor US$ FOB,2014 - Valor US$ FOB,2013 - Valor US$ FOB,2012 - Valor US$ FOB,2011 - Valor US$ FOB,2010 - Valor US$ FOB,2009 - Valor US$ FOB,2008 - Valor US$ FOB,2007 - Valor US$ FOB,2006 - Valor US$ FOB,2005 - Valor US$ FOB,2004 - Valor US$ FOB,2003 - Valor US$ FOB,2002 - Valor US$ FOB,2001 - Valor US$ FOB,2000 - Valor US$ FOB,1999 - Valor US$ FOB,1998 - Valor US$ FOB,1997 - Valor US$ FOB
09. Setembro,6303,"Cortinados, cortinas e estores; sanefas e reposteiros",0,840,3898,2169,0,414,9673,9190,8800,23011,37404,19651,27606,162,0,466,3853,6893,16219,10438,4653,230,39696,17160,6856,3754,34351,11154,0
09. Setembro,6302,"Roupas de cama, mesa, toucador ou cozinha",0,506108,359465,592507,504146,325504,1347545,1172662,740312,722119,703212,366260,674495,681960,499785,470422,508616,1548862,1863287,1812483,1719253,2616421,3040339,1961108,1368522,1496519,2602754,2129602,2562186
09. Setembro,6212,"Soutiens, cintas, espartilhos, suspensórios, ligas e artefactos semelhantes, e suas partes, mesmo de malha",0,30355,6516,5327,85973,11441,102281,102841,168,40708,14797,53673,0,6429,56017,18311,143567,56764,32694,158491,28866,0,1457,0,0,6196,3070,7676,0
09. Setembro,6208,"Camisolas interiores, combinações, saiotes, calcinhas, camisas de noite, pijamas, déshabillés, roupões de banho, robes de quarto e artefactos semelhantes, de uso feminino",0,12637,26434,38053,109205,106573,68881,164899,24576,4345,53951,42606,121086,63822,104938,219080,111067,431818,204078,319069,252648,293767,14307,3485,15359,131926,112994,83982,75309
09. Setembro,6203,"Fatos, conjuntos, casacos, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso masculino",0,9773,22692,0,0,104,0,717,1631,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21927,0,0,0
09. Setembro,6114,Outro vestuário de malha,0,7072,0,0,8535,2000,0,143,0,0,0,0,0,0,1040,0,0,0,2230,0,35,2772,4073,0,511,325,0,0,0
09. Setembro,6112,"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips, de banho, de malha",0,2393,0,114,0,1374,0,0,7844,0,0,0,1642,0,0,0,0,0,0,0,0,0,0,0,22181,51267,1413,0,3742
09. Setembro,6108,"Combinações, saiotes, calcinhas, camisas de noite, pijamas, déshabillés, roupões de banho, robes de quarto e semelhantes, de malha, de uso feminino",0,16880,5805,6278,32562,4297,33347,29273,1500,13633,2390,8248,0,3577,12223,8327,70104,72331,96342,98334,39183,9072,23195,1128,34392,34629,3044,10146,0
09. Setembro,6106,"Camiseiros, blusas, blusas-camiseiros, de malha, de uso feminino",0,1994,1437,0,0,3717,0,6063,0,717,0,0,0,0,0,5906,0,0,0,0,1627,15368,23564,2093,197957,60468,643,106613,179055
09. Setembro,6104,"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de malha, de uso feminino",0,10476,2111,0,10621,8236,191,5515,14679,2094,0,0,84,0,15764,12490,0,0,0,0,2298,19539,330431,8243,12895,9990,5725,7524,654
09. Setembro,6006,Outros tecidos de malha,0,180928,117702,71820,19965,5030,81112,13007,33195,0,6936,0,0,0,0,0,0,0,42759,109656,103376,89630,16815,0,0,0,0,0,0
09. Setembro,6005,"Tecidos de malha-urdidura (incluídos os fabricados em teares para galões), exceto das posições 6001 a 6004",0,587,0,5712,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,15278,19462,0,0,0,0,0,0,0
09. Setembro,6004,"Tecidos de malha de largura superior a 30 cm, contendo, em peso, 5 % ou mais de fios de elastómeros ou de fios de borracha, exceto da posição 6001",0,34396,86764,39669,49700,30629,99886,150122,51502,43578,12065,0,0,0,0,0,0,0,0,40631,34412,1287,0,9175,0,0,0,0,0
09. Setembro,6001,"Veludos e pelúcias (incluídos os tecidos denominados de « felpa longa » ou « pêlo comprido ») e tecidos de anéis, de malha",0,27315,7029,9337,0,0,0,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8918,0,0,365,0
09. Setembro,5910,"Correias transportadoras ou de transmissão, de matérias têxteis, mesmo impregnadas, revestidas ou recobertas, de plástico, ou estratificadas com plástico ou reforçadas com metal ou com outras matérias",0,49174,2481,6964,4031,7878,3361,3020,13281,6682,1811,2452,1800,2831,239,1881,1599,4192,11011,940,2869,0,406,203,0,14,0,0,0
09. Setembro,5903,"Tecidos impregnados, revestidos, recobertos ou estratificados com plástico, exceto os da posição 5902",0,66158,16052,31437,32415,57732,56724,40404,51763,24938,2150,0,0,8875,8640,0,12089,0,1303,489,5643,890,2944,182,0,755,306,0,1521
09. Setembro,5803,"Tecidos em ponto de gaze, exceto os artefactos da posição 5806",0,9042,584,1111,12076,1698,17142,987,41320,570,41098,20262,40091,18940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,5802,"«Tecidos turcos», exceto os artefactos da posição 5806; tecidos tufados, exceto os artefactos da posição 5703",0,15105,10452,69680,13914,3548,237,22272,5666,46233,40200,0,2372,118435,122635,4280,51493,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,5801,"Veludos e pelúcias tecidos e tecidos de froco (chenille), exceto os artefactos das posições 5802 ou 5806",0,4374,0,7006,0,0,1638,6677,14302,22119,6157,9830,60748,28726,49933,0,35919,13014,0,0,0,0,0,0,0,0,0,0,525
09. Setembro,5603,"Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados",0,159,0,0,0,156,30,1017,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,5602,"Feltros, mesmo impregnados, revestidos, recobertos ou estratificados",0,964,3179,12440,4080,490,5817,780,2800,791,398,1123,1261,587,1855,34907,12,336,0,0,1643,0,0,0,0,180,0,0,0
09. Setembro,5515,Outros tecidos de fibras sintéticas descontínuas,0,13451,5720,0,0,0,0,0,4751,0,4925,0,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,5512,"Tecidos de fibras sintéticas descontínuas, contendo pelo menos 85 %, em peso, destas fibras",0,207,443,0,549,0,3542,1674,5559,395,2893,7387,990,11132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,5407,"Tecidos de fios de filamentos sintéticos, incluídos os tecidos obtidos a partir dos produtos da posição 5404",0,20085,9119,69414,169913,26114,17607,13600,36213,68691,35213,32349,39315,45426,259613,110624,103465,49207,25867,36232,27195,146740,57325,13077,12419,59241,888,0,0
09. Setembro,5211,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2",0,49638,37977,8651,43791,39003,27399,18089,15985,16828,42148,52420,26577,28501,43828,18484,31313,0,7680,15749,14047,5137,72471,1440,135,9234,9187,18677,12136
09. Setembro,5210,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2",0,6830,6736,4322,21842,16486,26015,10086,28708,41746,6910,24311,41476,5404,5729,12633,3565,1763,0,67881,64601,30714,115959,39795,79610,32104,90233,68787,235335
09. Setembro,5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",0,109667,49639,11630,41564,11513,11705,4974,41351,3587,7160,29508,833,5705,6966,30645,39560,78025,2845,34289,40807,26031,6201,4691,168518,1781,17274,483,52086
09. Setembro,5208,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso não superior a 200 g/m2",0,8772,1791,69050,31958,98893,32164,48075,27874,32858,18647,18381,22510,40727,87414,88337,79107,55029,39288,142134,74496,61372,131752,5381,10688,92308,32641,4527,14608
09. Setembro,4911,"Outros impressos, incluídas as estampas, gravuras e fotografias",0,20,65,139,14,79,1052,546,48,104,195,23471,48,833,546,789,2844,1108,284,355,220,4251,1117,20,1267,0,42,1048,0
09. Setembro,4908,Decalcomanias de qualquer espécie,0,591914,1075733,279914,120227,93333,10016,48177,30535,3,16831,29,1808,2360,9406,2190,4166,9827,4354,3094,618,47,0,8,3817,20,327,0,0
09. Setembro,4907,"Selos postais ou fiscais, não obliterados; papel selado, papel-moeda, cheques, certificados de ações ou de obrigações e títulos semelhantes",0,4407,0,0,0,843,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,4823,"Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose",0,581,1557,23643,1132,606,992,1082,410,2371,1068,0,0,213,0,0,0,0,0,0,0,70,268,91,251,845,862,0,0
09. Setembro,4819,"Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes",0,6357,1501,0,2610,0,56,0,0,0,0,58,5,8,90,9,135,21,12525,230,800,0,0,964,243,531,0,0,0
09. Setembro,4811,"Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou rectangular, de qualquer formato ou dimen",0,72159,44779,0,0,0,5410,0,0,0,686,4711,13092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0
09. Setembro,4504,Cortiça aglomerada (com ou sem aglutinantes) e suas obras,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
09. Setembro,4202,"Malas e maletas, incluídas as de toucador e as maletas e pastas para documentos e de estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, armas, e artefactos semelhantes; sacos de viagem, sacos isolantes",0,4,387,1536,0,651,199,0,1007,0,192,141,1,6,27,690,0,0,5166,3347,7200,11282,2049,0,15,0,0,2203,0
09. Setembro,4016,Outras obras de borracha vulcanizada não endurecida,0,180269,166361,113838,445944,200577,384719,339796,319232,280946,332749,219264,123845,300715,160228,227413,163386,161141,113664,47730,64566,66595,11848,9729,9334,12575,19062,50771,22586
09. Setembro,4010,"Correias transportadoras ou de transmissão, de borracha vulcanizada",0,14396,27646,11592,9761,9625,12151,14510,135,245,2364,2108,20542,12468,2074,2389,3778,2591,714,3270,1162,697,36,37,77,5118,1375,2935,310
09. Setembro,4009,"Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo: juntas, cotovelos, flanges, uniões)",0,338,1421,9726,168,14,656,160,1126,0,2568,4344,5744,577,7196,8111,6417,3750,10553,1924,55,0,4,0,59,3946,0,387,100
09. Setembro,3926,Outras obras de plástico e obras de outras matérias das posições 3901 a 3914,0,1300840,1195719,565451,569019,764092,798255,954760,644467,661786,660808,797924,450748,1347360,1173131,975132,970526,508759,739439,567761,729632,404934,382993,66891,61062,180571,28269,161443,116907
09. Setembro,3925,"Artefactos para apetrechamento de construções, de plástico, não especificados nem compreendidos em outras posições",0,327214,140436,298959,101113,177810,451336,425337,78538,81785,178682,142434,56658,110441,58240,19957,51503,70009,60773,40027,27209,27009,9319,11776,38653,42592,18755,26337,22609
09. Setembro,3924,"Serviços de mesa e outros artigos de uso doméstico, de higiene ou de toucador, de plástico",0,3675,13702,44928,2500,11420,570,1017,52543,20744,475,1033,0,0,1654,306,546,95,0,261,0,0,9,3056,4604,3578,969,1544,315
09. Setembro,3923,"Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos destinados a fechar recipientes, de plástico",0,93300,145098,22433,90517,2080,20887,984,1001,61290,101648,10096,10056,17812,7448,80125,12872,11407,1811,10613,12734,287,33610,9376,14564,1352,23916,0,32
09. Setembro,3922,"Banheiras, « chuveiros », pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos) e artigos semelhantes para usos sanitários ou higiénicos, de plástico",0,122347,85028,113813,83067,73108,96109,102266,78982,122766,110867,140734,85719,63973,42488,5346,21084,97491,45485,47441,84890,118345,14559,38739,60997,75997,78791,72143,63871
09. Setembro,3920,"Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas a outras matérias",0,7204,6323,9233,4655,8459,8748,9449,40642,32882,17132,96556,26463,75666,19179,7323,6388,16667,16474,32230,15017,7945,3161,5010,1809,6536,8320,19936,7486
09. Setembro,3919,"Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plástico, mesmo em rolos",0,62,2626,0,1283,848,450,163,794,396,35,891,399,1014,960,307,1660,2149,2920,136,205,0,435,807,1648,1757,107,6941,968
09. Setembro,3917,"Tubos e seus acessórios (por exemplo: juntas, cotovelos, flanges, uniões), de plástico",0,1049572,647264,699668,1283635,661823,931348,859795,780044,867208,1418533,1620482,1222235,1075984,1095235,939398,835511,1933004,1656850,988426,599494,788762,319459,206166,246771,490993,217042,603092,409375
09. Setembro,3916,"Monofilamentos cuja maior dimensão do corte transversal seja superior a 1 mm (monofios), varas, bastões e perfis, mesmo trabalhados à superfície mas sem qualquer outro trabalho, de plásticos",0,59393,225,74091,45580,39496,18056,43138,17213,91622,30414,26793,47920,48472,132329,4019,59241,184815,78548,26563,6568,12343,580,1131,15675,16127,39332,6001,2574
09. Setembro,3910,"Silicones, em formas primárias",0,322319,1502942,1379724,656051,409763,213413,250023,103419,36880,0,0,70,0,0,127,0,0,71,55,303,0,0,0,0,371,66,393,0
09. Setembro,3904,"Polímeros de cloreto de vinilo ou de outras olefinas halogenadas, em formas primárias",0,29520,149946,0,225300,16768,46056,0,0,0,8350,15920,0,0,0,0,0,4551,1381,0,0,0,0,0,0,0,0,0,1000
09. Setembro,3903,"Polímeros de estireno, em formas primárias",0,78400,0,194400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,3902,"Polímeros de propileno ou de outras olefinas, em formas primárias",0,207439,483620,0,380,24049,1346,0,0,0,4913,0,0,0,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,3901,"Polímeros de etileno, em formas primárias",0,18973,32650,279,4385,222,4330,0,0,3150,0,0,0,0,0,0,0,4587,31433,0,25336,0,0,0,22080,0,0,0,0
09. Setembro,3824,"Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluídos os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras p",0,14458,71179,12246,33147,17130,26038,1048,0,0,730,1840,0,0,0,62,0,0,1586,0,0,687,0,0,0,36,0,4517,23783
09. Setembro,3822,"Reagentes de diagnóstico ou de laboratório, em qualquer suporte ou preparados, exceto os das posições 3002 ou 3006; materiais de referência certificados",0,2646,2919,4275,3707,0,0,0,0,0,0,0,0,0,0,447,7360,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,3821,"Meios de cultura preparados para o desenvolvimento e a manutenção de microrganismos (incluindo os vírus e os organismos similares) ou de células vegetais, humanas ou animais",0,3199,80,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,3808,"Insecticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfectantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a for",0,2244,0,0,1075,0,0,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,3507,Enzimas; enzimas preparadas não especificadas nem compreendidas em outras posições,0,18149,0,1121,3466,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,3506,"Colas e outros adesivos preparados, não especificados nem compreendidos em outras posições; produtos de qualquer espécie utilizados como colas ou adesivos, acondicionados para venda a retalho como colas ou adesivos, com peso líquido não superior a 1 kg",0,41372,65071,44750,11439,48278,31846,27785,39355,29824,19805,28977,25871,32468,17654,10146,64062,47610,20075,11282,12613,31678,24209,28223,22728,27413,19435,37606,30118
09. Setembro,3407,"Pastas para modelar, ceras para dentistas e outras composições para dentistas à base de gesso",0,747,182,0,0,0,2228,3619,1320,0,1078,1148,179,2082,935,1849,893,0,283,0,0,0,0,0,0,0,0,0,0
09. Setembro,3405,"Pomadas e cremes para calçado, encáusticos, preparações para dar brilho a pinturas de carroçarias, vidros ou metais, pastas e pós para arear e preparações semelhantes [mesmo apresentados em papel, pastas (ouates), feltros, falsos tecidos, plástico ou borr",0,7604,10595,1596,6175,3044,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
09. Setembro,3403,"Preparações lubrificantes (incluídos os óleos de corte, as preparações antiaderentes de porcas e parafusos, as preparações antiferrugem ou anticorrosão e as preparações para desmoldagem, à base de lubrificantes) e preparações dos tipos utilizados para lub",0,16036,1756,155,0,9433,4900,0,45,0,6675,240,1556,523,15092,24492,4604,25632,127125,6378,11447,4704,25787,2513,11014,0,26,0,0
09. Setembro,3402,"Agentes orgânicos de superfície (exceto sabões); preparações tensoactivas, preparações para lavagem (incluídas as preparações auxiliares de lavagem) e preparações para lavagem, mesmo contendo sabão, exceto as da posição 3401",0,1049,0,389,1274,0,0,198,0,0,0,0,0,0,0,0,0,0,0,1317,0,0,0,0,0,0,0,0,0
09. Setembro,3401,"Sabões; produtos e preparações orgânicos tensoactivos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo contendo sabão; produtos e preparações orgânicos tensoactivos para lavagem da pele, sob a forma de líquido ou de creme, acondi",0,3362,829,1429,575,1252,1208,2541,501,1493,874,2140,4041,6888,2629,3161,2604,4371,2619,222,933,1496,1096,859,1110,0,403,35,156
09. Setembro,3306,"Preparações para higiene bucal ou dentária, incluídos os pós e cremes para facilitar a aderência das dentaduras; fios utilizados para limpar os espaços interdentais (fio dental), em embalagens para venda a retalho",0,260710,347694,255363,260235,108227,284558,280026,167676,60250,195451,164636,64720,122869,133797,87379,72394,148926,29459,46885,2393,0,0,0,0,0,0,0,0
09. Setembro,3214,"Mástique de vidraceiro, cimentos de resina e outros mástiques; indutos utilizados em pintura; indutos não refractários do tipo dos utilizados em alvenaria",0,29916,29755,6746,0,608,0,0,324,0,67,0,0,14275,0,37,0,0,43071,0,0,893,38,0,212,0,2601,0,0
09. Setembro,3206,"Outras matérias corantes; preparações indicadas na Nota 3 do presente capítulo, exceto das posições 3203, 3204 ou 3205; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida",0,30663,0,0,0,145,0,0,1785,0,0,108339,0,4256,0,0,0,0,0,0,3095,13321,0,0,0,0,3892,0,0
09. Setembro,3204,"Matérias corantes orgânicas sintéticas, mesmo de constituição química definida; preparações indicadas na Nota 3 do presente capítulo, à base de matérias corantes orgânicas sintéticas; produtos orgânicos sintéticos dos tipos utilizados como agentes de aviv",0,90388,114567,91637,15830,62596,44300,11805,0,5111,26735,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,6055,0,0
09. Setembro,3006,Preparações e artigos farmacêuticos indicados na Nota 4 do presente capítulo,0,478372,536341,357611,400508,212057,252927,196061,147408,77531,80538,201116,123277,60795,75556,115998,54600,37938,18893,0,0,0,0,0,0,0,0,0,0
09. Setembro,2925,Compostos de função carboxiimida (incluindo a sacarina e seus sais) ou de função imina,0,275,108,0,0,0,0,0,0,0,0,0,0,552,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2923,"Sais e hidróxidos de amónio quaternários; lecitinas e outros fosfoaminolípidos, de constitução química definida ou não",0,89902,28724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2912,"Aldeídos, mesmo contendo outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído",0,2822,4334,0,0,0,0,235,0,0,0,0,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2905,"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados",0,1842117,1247501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2903,Derivados halogenados dos hidrocarbonetos,0,38722,70650,0,0,20300,0,6975,0,0,0,17900,37655,19750,0,6751,0,8800,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2842,"Outros sais dos ácidos ou peroxoácidos inorgânicos (incluindo aluminossilicatos de constituição química definida ou não), exceto azidas",0,29666,1528,12609,17670,25775,13480,15310,86640,0,625,30504,0,29375,0,36872,45240,30390,0,18707,37250,0,0,0,0,0,0,0,3950
09. Setembro,2836,Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amónio comercial contendo carbamato de amónio,0,430505,214364,51757,361296,272415,114867,73407,28986,27410,68415,69115,85904,105076,131469,126338,103062,14510,0,62822,0,5530,0,0,0,48933,0,0,6500
09. Setembro,2833,Sulfatos; alúmenes; peroxosulfatos (persulfatos),0,101980,11250,111115,295507,293645,238633,33200,939448,220050,242797,252155,409175,91145,136963,67111,98400,100347,107138,228887,17915,26496,17175,23481,45960,13476,8500,143135,63960
09. Setembro,2829,Cloratos e percloratos; bromatos e perbromatos; iodatos e periodatos,0,3395979,1053000,3129454,392075,675097,835673,613402,527741,1237753,1396643,128463,1975750,1851131,2098051,871327,786195,1547646,335466,652446,689299,379463,521471,274513,0,409644,234289,174789,106530
09. Setembro,2827,"Cloretos, oxicloretos e hidroxicloretos; brometos e oxibrometos; iodetos e oxiiodetos",0,765789,1060299,802628,1397112,456905,1122482,38725,635581,1756255,1726532,1593475,1223109,1805234,1492427,1137675,1044169,2328009,2317991,1483548,983493,1139233,501827,451149,251221,32417,123413,157345,898
09. Setembro,2809,"Pentóxido de difosfóro; ácido fosfórico; ácidos polifosfóricos, de constituição química definida ou não",0,36446,100351,12522,71824,41693,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2804,"Hidrogénio, gases raros e outros elementos não metálicos",0,51685,27250,2540,20613,8575,4806,0,0,0,16491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2801,"Flúor, cloro, bromo e iodo",0,180410,244251,0,80410,15362,16605,0,391796,42410,430165,842660,1276120,956157,255020,652130,0,5500,550275,115236,289016,0,7325,1409,129178,0,0,0,0
09. Setembro,2712,"Vaselina; parafina, cera de petróleo microcristalina, slack wax, ozocerite, cera de linhite, cera de turfa, outras ceras minerais e produtos semelhantes obtidos por síntese ou por outros processos, mesmo corados",0,57529,2701,757,0,1865,0,0,1305,2089,0,5522,5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2710,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento",0,80228,13251,31331,10,29532,46439,14965,19393,0,7183,614,0,8887,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2602,"Minérios de manganês e seus concentrados, incluídos os minérios de manganês ferruginosos e seus concentrados, de teor de manganês de => 20%, em peso, sobre o produto seco",0,9869240,0,353994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2525,"Mica, incluída a mica clivada em lamelas irregulares (splittings); desperdícios de mica",0,16782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2206,Sidra e outras bebidas fermentadas e misturas de bebidas fermentadas,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2203,Cervejas de malte,0,22370,44548,41712,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2202,"Águas, incluídas as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sumos de frutas ou de produtos hortícolas, da posição 2009",0,10827,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,2106,Preparações alimentícias não especificadas nem compreendidas noutras posições,0,9899,0,23670,37816,0,9387,37225,0,0,0,10032,0,0,0,0,0,1339,0,0,390,0,0,0,0,8925,0,0,0
09. Setembro,2103,Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada,0,89745,0,0,0,0,0,0,0,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,1806,Chocolate e outras preparações alimentícias contendo cacau,0,16834,7795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,1805,"Cacau em pó, sem adição de açúcar ou outros edulcorantes",0,5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,1520,"Glicerol em bruto; águas e lixívias, glicéricas",0,3802597,2709436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,1212,"Alfarroba, algas, beterraba sacarina e cana-de-açúcar, frescas, refrigeradas, congeladas ou secas, mesmo em pó; caroços e amêndoas de frutos e outros produtos vegetais (incluídas as raízes de chicória não torradas, da variedade Cichorium intybus sativum)",0,9600,0,0,0,21318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,1209,"Sementes, frutos e esporos, para sementeira",0,424060,0,0,564483,235786,341186,288313,252941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,1202,"Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados",0,1592607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,0901,"Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café contendo café em qualquer proporção",0,123750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,0805,"Citrinos, frescos ou secos",0,73925,0,0,19197,0,0,0,0,11868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,0713,"Legumes de vagem, secos, em grão, mesmo pelados ou partidos",0,68566,0,0,0,0,0,0,0,0,0,11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,9611,"Carimbos, incluindo os datadores e numeradores, sinetes e artigos semelhantes (incluindo os aparelhos para impressão de etiquetas), manuais; dispositivos manuais de composição tipográfica e jogos de impressão manuais que contenham tais dispositivos",0,213,0,0,3546,0,0,0,0,819,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,9610,"Lousas e quadros para escrever ou desenhar, mesmo emoldurados",0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
