Mês,Código SH4,Descrição SH4,Exportação - 2025 - Valor US$ FOB,Importação - 2025 - Valor US$ FOB,Exportação - 2024 - Valor US$ FOB,Importação - 2024 - Valor US$ FOB,Exportação - 2023 - Valor US$ FOB,Importação - 2023 - Valor US$ FOB,Exportação - 2022 - Valor US$ FOB,Importação - 2022 - Valor US$ FOB,Exportação - 2021 - Valor US$ FOB,Importação - 2021 - Valor US$ FOB,Exportação - 2020 - Valor US$ FOB,Importação - 2020 - Valor US$ FOB,Exportação - 2019 - Valor US$ FOB,Importação - 2019 - Valor US$ FOB,Exportação - 2018 - Valor US$ FOB,Importação - 2018 - Valor US$ FOB,Exportação - 2017 - Valor US$ FOB,Importação - 2017 - Valor US$ FOB,Exportação - 2016 - Valor US$ FOB,Importação - 2016 - Valor US$ FOB,Exportação - 2015 - Valor US$ FOB,Importação - 2015 - Valor US$ FOB,Exportação - 2014 - Valor US$ FOB,Importação - 2014 - Valor US$ FOB,Exportação - 2013 - Valor US$ FOB,Importação - 2013 - Valor US$ FOB,Exportação - 2012 - Valor US$ FOB,Importação - 2012 - Valor US$ FOB,Exportação - 2011 - Valor US$ FOB,Importação - 2011 - Valor US$ FOB,Exportação - 2010 - Valor US$ FOB,Importação - 2010 - Valor US$ FOB,Exportação - 2009 - Valor US$ FOB,Importação - 2009 - Valor US$ FOB,Exportação - 2008 - Valor US$ FOB,Importação - 2008 - Valor US$ FOB,Exportação - 2007 - Valor US$ FOB,Importação - 2007 - Valor US$ FOB,Exportação - 2006 - Valor US$ FOB,Importação - 2006 - Valor US$ FOB
11. Novembro,5803,"Tecidos em ponto de gaze, exceto os artefactos da posição 5806",0,0,3363,0,4157,0,8190,0,11996,0,30629,0,2483,0,58882,0,15636,0,29852,0,48126,0,14564,0,8123,0,21453,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,5802,"«Tecidos turcos», exceto os artefactos da posição 5806; tecidos tufados, exceto os artefactos da posição 5703",0,0,43056,0,12669,0,11491,0,27073,0,27694,0,25338,0,2300,0,10598,0,19578,0,146538,0,58871,0,193253,0,229434,0,226663,0,0,0,0,0,0,0,6600,0,0,0
11. Novembro,5801,"Veludos e pelúcias tecidos e tecidos de froco (chenille), exceto os artefactos das posições 5802 ou 5806",0,0,28308,0,261,8885,10277,33332,0,0,8848,0,2205,21637,13277,2130,257,2864,19674,13805,2005,110546,30979,41397,81820,0,58197,107267,68219,0,46641,0,10302,12002,13058,16376,0,0,0,0
11. Novembro,5602,"Feltros, mesmo impregnados, revestidos, recobertos ou estratificados",0,0,5509,48001,5034,302,20362,0,5884,799,12463,403,900,504,1903,0,1036,385,4133,158,158,3293,432,106,996,29764,5019,221,2442,122406,2400,40024,62,60,896,0,0,160,23,1840
11. Novembro,5515,Outros tecidos de fibras sintéticas descontínuas,0,0,30666,0,17648,0,16823,0,1921,0,1698,0,2142,0,1232,0,0,0,0,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,5407,"Tecidos de fios de filamentos sintéticos, incluídos os tecidos obtidos a partir dos produtos da posição 5404",0,0,5754,1786733,22828,202025,49198,727730,48317,533346,83216,226902,22775,210040,32069,267707,54787,139959,37479,25571,15525,102685,21269,35032,79395,0,50722,70331,170526,57611,143572,4230,153620,0,69444,0,78357,0,28912,0
11. Novembro,5211,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2",0,0,22806,0,63489,0,34556,0,121661,0,29268,0,24258,0,29321,0,22590,0,31732,0,56906,0,22307,212881,39925,0,27328,0,52050,0,9215,0,8199,0,8990,0,13047,0,11537,0
11. Novembro,5210,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2",0,0,12734,0,31370,0,44053,0,63859,0,14920,62,21670,0,41743,0,2306,0,18979,0,55338,0,9567,0,1550,0,27705,0,21445,0,11045,0,3537,0,5944,0,0,0,23259,0
11. Novembro,5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",0,0,4752,0,2103,0,17940,0,8810,0,11555,0,6112,0,0,0,494,0,7864,0,13879,0,9526,1151,3909,0,10523,0,33436,0,49743,3699,22651,0,14291,0,98011,0,61954,0
11. Novembro,5208,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso não superior a 200 g/m2",0,0,3388,39888,8259,2000,65912,0,8635,0,6298,30955,114144,0,17719,60692,19661,0,30419,12790,4260,0,25034,0,51353,0,8434,400,73636,0,16621,9098,72027,38658,11887,6673,53806,150113,34907,61
11. Novembro,4911,"Outros impressos, incluídas as estampas, gravuras e fotografias",0,0,73,21865,969,67702,49,1986,9,25692,3,1584,937,18836,673,8412,7065,779,24,975,58,8377,428,2836,1362,4793,47,9374,967,4886,195,5593,231,2579,442,7396,252,464,670,1120
11. Novembro,4908,Decalcomanias de qualquer espécie,0,0,238900,1787,520908,3839,284798,0,89555,3500,42459,0,101751,0,21936,0,33576,0,88757,0,6020,0,118912,0,0,1605,1117,0,11700,527,5865,0,6118,0,1270,0,435,0,3090,0
11. Novembro,4823,"Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose",0,0,554,259564,1472,317470,10813,393374,1113,249146,1180,131167,425,36436,577,118404,486,39099,1162,43704,1622,902,284,2243,0,8281,131,1241,0,53195,0,45409,0,1857,0,602,0,21761,0,0
11. Novembro,4819,"Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes",0,0,4619,23139,1269,96017,3,45322,334,45647,129,16517,243,21676,794,23864,63,19249,22,14173,18,10294,0,10194,103,42038,285,32649,23,27122,0,33167,110,5044,14514,5664,6409,3753,969,3915
11. Novembro,4811,"Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou rectangular, de qualquer formato ou dimen",0,0,984,39385,0,81308,610,114399,0,266587,0,800079,12,581363,0,813763,458,441790,0,415777,37884,292653,10718,142273,13163,0,0,5710,0,0,0,45983,695,0,3737,5290,0,16584,0,2712
11. Novembro,4415,"Caixotes, caixas, engradados, barricas e embalagens semelhantes, de madeira; carretéis para cabos, de madeira; paletes simples, « paletes-caixas » e outros estrados para carga, de madeira; taipais de paletes de madeira",0,0,4625,0,1854,0,2314,0,2928,0,0,0,2084,0,2084,0,1042,0,53,0,944,0,513,0,0,0,0,0,199,0,0,0,33527,0,0,0,0,0,0,0
11. Novembro,4202,"Malas e maletas, incluídas as de toucador e as maletas e pastas para documentos e de estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, armas, e artefactos semelhantes; sacos de viagem, sacos isolantes",0,0,1,978634,0,443011,31,566654,2216,447027,344,460420,348,1811471,10,368745,0,386251,38,407652,262,41907,160,25227,1,224233,5,136606,363,296191,0,134295,88,87693,428,0,0,87612,0,77
11. Novembro,4016,Outras obras de borracha vulcanizada não endurecida,0,0,124885,432908,219367,505896,109816,432414,293952,336844,327220,288277,317057,253554,329141,199930,303197,167858,377403,180554,217566,149041,230669,225217,202184,370198,250605,196596,126790,284755,172709,235286,148190,278393,104271,86267,150796,111681,66125,176154
11. Novembro,4010,"Correias transportadoras ou de transmissão, de borracha vulcanizada",0,0,9056,486456,14466,444069,13131,319251,3658,229828,13650,324350,3808,260943,1280,13129,2476,6600,12721,4840,9447,21303,6381,1120,9294,33149,9469,29137,2973,16585,3782,8165,1403,7944,2175,20361,1507,12119,2046,28210
11. Novembro,4009,"Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo: juntas, cotovelos, flanges, uniões)",0,0,350,85817,614,90892,210,117534,0,179272,0,100845,0,128759,5663,28589,2516,3241,909,27690,1522,3507,2409,19763,2259,6971,2042,791,0,140,35,1949,11704,904,612,547,229,90,780,13574
11. Novembro,4008,"Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida",0,0,777,8486,361,51591,1185,5215,2471,0,763,786,198,3177,637,21724,141,3170,7709,175,3218,546,11974,36463,7081,0,5049,67,7448,3163,1809,0,1606,25,4256,416,4544,5167,1675,1776
11. Novembro,4006,"Outras formas (por exemplo: varetas, tubos, perfis) e artigos (por exemplo: discos e anilhas (arruelas)) de borracha não vulcanizada",0,0,931,0,578,71,832,0,853,15,394,3,447,0,555,0,1437,4314,838,954,0,1670,834,10415,2028,7505,0,2551,4508,3999,0,0,347,0,84,0,441,0,434,0
11. Novembro,3926,Outras obras de plástico e obras de outras matérias das posições 3901 a 3914,0,0,1178525,887707,1895793,1278671,743364,1033291,692054,1008800,659050,1730726,644847,1021193,520844,788415,821491,776668,862607,548015,300005,524087,538772,871175,1010651,889325,1109695,353685,819917,274316,645498,531594,699393,156229,320763,126020,542511,150844,422190,81913
11. Novembro,3925,"Artefactos para apetrechamento de construções, de plástico, não especificados nem compreendidos em outras posições",0,0,105062,16140,46906,27002,116190,46435,383321,14950,158274,41788,116612,58177,189402,107,97630,19481,23449,2761,85683,57502,99233,2934,184437,9594,176768,6732,139807,1003,73297,9421,34118,2401,24351,13144,92464,34687,65907,5262
11. Novembro,3924,"Serviços de mesa e outros artigos de uso doméstico, de higiene ou de toucador, de plástico",0,0,3487,796793,8589,617803,566,746008,12526,470976,17462,540294,24232,370207,127,248897,161,333706,26593,131158,5,149558,2470,96549,0,58501,0,234874,480,234524,1953,34922,3598,41686,0,3264,0,21619,0,9135
11. Novembro,3923,"Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos destinados a fechar recipientes, de plástico",0,0,17966,263369,14685,288386,17443,323188,19173,376727,183044,338071,2149,428407,2109,362068,7173,456020,365,288128,4322,394950,2319,683692,19860,157036,1324,142492,19473,282738,10899,199741,158,48434,4677,587,6344,9254,4267,349
11. Novembro,3922,"Banheiras, « chuveiros », pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos) e artigos semelhantes para usos sanitários ou higiénicos, de plástico",0,0,68040,76222,99025,244858,87679,82265,65985,151637,151139,47643,77787,17755,66424,70818,71440,9284,83981,107345,100986,93505,82957,4133,37640,21102,75875,86681,132444,0,14005,6097,67560,5445,24591,73,30917,0,63829,9510
11. Novembro,3920,"Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas a outras matérias",0,0,69802,987989,47198,1432265,98331,914815,10229,1487672,6064,669242,13287,580869,27825,916036,38677,1453529,25281,1007342,14328,738935,54024,907293,95539,553022,76406,1434282,26144,605185,10204,356724,11129,245604,9219,58804,9777,176839,15161,130905
11. Novembro,3919,"Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plástico, mesmo em rolos",0,0,166,561462,3302,282251,7684,449550,3,401608,53,1001140,1313,663282,8811,600677,463,747968,598,792172,1230,856689,820,311886,4829,36619,365,70118,3857,3535,4004,84317,214,28794,2483,217602,8,174602,947,272679
11. Novembro,3917,"Tubos e seus acessórios (por exemplo: juntas, cotovelos, flanges, uniões), de plástico",0,0,918938,1268797,686054,1379301,894298,589784,1328487,3582293,859985,1273134,843638,600941,1149685,744915,1264559,394126,1057911,519605,776660,659811,1304896,476422,856194,305776,1164138,997831,1333760,374607,1299778,101993,1294115,100911,1426097,81501,1202596,169642,1092134,154901
11. Novembro,3916,"Monofilamentos cuja maior dimensão do corte transversal seja superior a 1 mm (monofios), varas, bastões e perfis, mesmo trabalhados à superfície mas sem qualquer outro trabalho, de plásticos",0,0,3704,13476,3192,119972,1608,8291,1844,19120,37276,9424,838,23249,11206,3454,56950,0,53316,135,50799,2020,2583,322,131410,172006,131950,79361,24508,90531,128080,69852,92278,101639,99112,47072,12888,94,14171,3
11. Novembro,3910,"Silicones, em formas primárias",0,0,289185,1536675,1492278,1549067,1191816,1119545,310481,1035323,198452,679333,155026,1441762,102839,1160923,68882,1691306,26995,897507,0,194966,0,19225,0,0,97,13672,0,0,707,24,339,1245,11,646,0,254,0,203
11. Novembro,3909,"Resinas amínicas, resinas fenólicas e poliuretanos, em formas primárias",0,0,3240,595427,208,556639,45764,495671,0,798291,0,866597,0,762064,11349,393328,0,316439,0,326818,0,510752,0,187724,0,381768,0,292789,0,441731,0,808222,0,522760,0,1454846,0,1040696,0,825760
11. Novembro,3907,"Poliacetais, outros poliéteres e resinas epóxidas, em formas primárias; policarbonatos, resinas alquídicas, poliésteres alílicos e outros poliésteres, em formas primárias",0,0,1747,1099960,124369,780403,0,1468857,156904,874083,0,503652,0,926081,0,626440,0,921519,0,497910,0,675989,0,444328,21515,219215,9330,174771,0,338786,46592,38597,38250,44030,13665,43414,36750,48891,3893,37992
11. Novembro,3904,"Polímeros de cloreto de vinilo ou de outras olefinas halogenadas, em formas primárias",0,0,28800,7388881,168896,14848885,1408,12982691,916157,7992370,0,16225265,0,6763621,0,8249630,3608,8255514,0,8500037,0,4362329,0,6369086,1975,934944,4465,2148181,5025,2650166,0,5333181,0,3292144,0,2446096,0,4815210,0,1915621
11. Novembro,3903,"Polímeros de estireno, em formas primárias",0,0,110129,4857854,78400,2802091,232534,1765992,48137,2129655,0,1659192,0,936163,733,890035,0,1469401,0,1244736,0,1577648,0,1416955,0,1245410,0,879848,0,352078,0,255929,0,603197,0,307018,0,164281,0,1096496
11. Novembro,3902,"Polímeros de propileno ou de outras olefinas, em formas primárias",0,0,140796,8443869,276968,3465928,234,4718139,3197,10047263,435,2432886,0,1478668,75,1572469,0,1244701,0,860809,9025,1188166,4513,988471,633,1066101,0,671678,0,2017586,0,482960,0,435992,0,0,0,0,0,0
11. Novembro,3901,"Polímeros de etileno, em formas primárias",0,0,20386,1902341,761,608365,573,291870,13116,143965,585,241080,23494,228773,0,137237,0,0,0,275692,0,119950,0,69637,0,222788,0,0,50,1211665,0,526431,0,143747,0,811942,0,98947,0,305163
11. Novembro,3824,"Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluídos os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras p",0,0,631,797496,768,317810,30310,544521,1455,271821,0,386142,0,288643,11830,248823,543,147475,0,135102,0,64511,0,48919,0,20371,0,29943,0,253650,0,15940,0,65268,0,194561,4282,97730,1695,73515
11. Novembro,3822,"Reagentes de diagnóstico ou de laboratório, em qualquer suporte ou preparados, exceto os das posições 3002 ou 3006; materiais de referência certificados",0,0,7139,2939954,3824,553827,2948,845764,84,462558,0,770564,0,623131,21295,1051129,0,590568,0,303377,0,239081,0,864054,0,752592,0,1161525,0,547297,0,980159,0,397173,0,0,0,0,0,0
11. Novembro,3821,"Meios de cultura preparados para o desenvolvimento e a manutenção de microrganismos (incluindo os vírus e os organismos similares) ou de células vegetais, humanas ou animais",0,0,2102,0,0,0,0,0,0,0,0,0,0,0,5803,0,0,13328,0,4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3815,"Iniciadores de reacção, aceleradores de reacção e preparações catalíticas, não especificados nem compreendidos em outras posições",0,0,228,308260,0,6,0,160526,0,136797,0,26211,15916,86618,17206,57393,7200,126163,0,10,0,2137,0,0,0,0,0,0,0,4255,0,0,0,0,0,0,0,0,0,2900
11. Novembro,3506,"Colas e outros adesivos preparados, não especificados nem compreendidos em outras posições; produtos de qualquer espécie utilizados como colas ou adesivos, acondicionados para venda a retalho como colas ou adesivos, com peso líquido não superior a 1 kg",0,0,103067,47035,39807,110170,38530,70347,65989,64972,30654,85365,29082,98645,38584,35495,88657,72503,30671,70824,16671,38377,48602,3856,52922,2612,65922,35670,117986,36708,14548,677,27283,145528,32192,76950,18882,231399,14538,6789
11. Novembro,3407,"Pastas para modelar, ceras para dentistas e outras composições para dentistas à base de gesso",0,0,413,60066,9539,55895,0,23747,0,24030,0,39533,3777,62334,280,160946,514,10075,1228,8535,427,4995,924,2831,400,2356,1710,11795,310,0,213,2370,0,0,302,4184,1159,0,500,0
11. Novembro,3405,"Pomadas e cremes para calçado, encáusticos, preparações para dar brilho a pinturas de carroçarias, vidros ou metais, pastas e pós para arear e preparações semelhantes [mesmo apresentados em papel, pastas (ouates), feltros, falsos tecidos, plástico ou borr",0,0,29352,0,4177,0,16179,0,6199,0,12258,0,0,0,0,0,0,0,0,0,0,0,0,5097,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3402,"Agentes orgânicos de superfície (exceto sabões); preparações tensoactivas, preparações para lavagem (incluídas as preparações auxiliares de lavagem) e preparações para lavagem, mesmo contendo sabão, exceto as da posição 3401",0,0,2064,426137,0,287190,0,221462,9300,143199,0,246217,109,274363,3569,173604,0,266532,0,98449,16,130789,0,141676,0,231469,0,444526,0,661088,0,179684,0,541020,0,92171,0,663,0,0
11. Novembro,3401,"Sabões; produtos e preparações orgânicos tensoactivos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo contendo sabão; produtos e preparações orgânicos tensoactivos para lavagem da pele, sob a forma de líquido ou de creme, acondi",0,0,3665,54,356,39060,3872,1278,6107,73402,1754,28054,899,28933,2824,0,1546,0,2364,7149,2469,0,8057,0,1423,0,1575,0,3192,0,6861,0,2391,0,1066,0,2236,0,2228,0
11. Novembro,3306,"Preparações para higiene bucal ou dentária, incluídos os pós e cremes para facilitar a aderência das dentaduras; fios utilizados para limpar os espaços interdentais (fio dental), em embalagens para venda a retalho",0,0,553357,0,146557,7764,279067,0,294938,0,210279,0,199409,0,193499,0,125841,0,188878,0,182420,0,171475,0,126475,55,68590,0,175927,0,98760,0,43680,0,55496,0,58471,0,26488,0
11. Novembro,3304,"Produtos de beleza ou de maquilhagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluídas as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros",0,0,103,283511,1396,736768,377,641188,4851,556633,0,286707,0,251872,0,24493,0,12674,0,15822,0,6269,0,0,0,7856,0,0,0,82960,0,44008,0,0,0,0,0,0,0,0
11. Novembro,3214,"Mástique de vidraceiro, cimentos de resina e outros mástiques; indutos utilizados em pintura; indutos não refractários do tipo dos utilizados em alvenaria",0,0,43303,484,60951,96328,410,226614,169,201278,0,220701,0,120164,0,90737,0,157011,0,64283,0,90893,0,0,20119,188,0,207,620,162,0,3510,0,3851,1200,0,0,7794,917,16470
11. Novembro,3206,"Outras matérias corantes; preparações indicadas na Nota 3 do presente capítulo, exceto das posições 3203, 3204 ou 3205; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida",0,0,51197,66353,0,0,0,0,1220,0,0,403820,0,112472,0,65198,0,0,854,29808,0,0,9097,0,0,665491,0,416601,2029,320884,0,302469,0,57947,0,49047,0,0,0,86928
11. Novembro,3204,"Matérias corantes orgânicas sintéticas, mesmo de constituição química definida; preparações indicadas na Nota 3 do presente capítulo, à base de matérias corantes orgânicas sintéticas; produtos orgânicos sintéticos dos tipos utilizados como agentes de aviv",0,0,134046,200386,115626,59880,72325,57610,28280,84157,26438,59413,2289,5224,34436,45521,0,53477,1472,12757,0,66640,0,5020,11925,0,21900,102954,12213,2071,0,1010,0,16918,0,202690,0,74350,0,0
11. Novembro,3006,Preparações e artigos farmacêuticos indicados na Nota 4 do presente capítulo,0,0,756450,711745,630810,117671,708653,495578,535973,338323,371467,0,209160,95440,116776,68669,148777,38779,187364,70516,135941,62699,88149,12741,100799,15865,279993,10715,74364,17596,53490,0,17175,0,126471,205578,28638,0,6430,0
11. Novembro,2931,Outros compostos organo-inorgânicos,0,0,39710,382838,6864,90705,45220,1048941,0,0,0,311018,0,0,0,36556,119340,10419,0,0,6,0,0,0,0,0,0,11290,0,3692,0,2787,0,0,0,18816,0,0,0,0
11. Novembro,2925,Compostos de função carboxiimida (incluindo a sacarina e seus sais) ou de função imina,0,0,590,274900,0,203034,0,226825,0,0,0,0,0,0,0,6842,0,0,0,0,0,0,0,0,0,0,0,19267,0,0,0,0,0,127887,0,0,0,0,0,0
11. Novembro,2923,"Sais e hidróxidos de amónio quaternários; lecitinas e outros fosfoaminolípidos, de constitução química definida ou não",0,0,196113,0,264769,0,0,1754,0,24542,0,0,0,0,0,0,0,1849,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0
11. Novembro,2916,"Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados",0,0,5630,125547,0,80711,0,37220,0,58763,0,110982,0,0,0,0,0,21000,0,50436,0,0,0,4664,0,24744,0,624,0,646857,0,42109,0,219608,0,0,0,3527,0,482
11. Novembro,2909,"Éteres, éteres-álcoois, éteres-fenóis, éteres-álcoois-fenóis, peróxidos de álcoois, peróxidos de éteres, peróxidos de cetonas (de constituição química definida ou não), e seus derivados halogenados, sulfonados, nitrados ou nitrosados",0,0,570,146,0,62539,0,0,444,0,0,55434,0,0,470,0,0,0,0,477,0,0,0,0,0,0,0,6626,0,140774,0,2360,0,62634,0,0,0,0,0,2178
11. Novembro,2905,"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados",0,0,2255203,779795,707788,64898,0,19220,0,0,0,65594,0,28607,0,23961,0,0,0,27104,0,866,0,0,0,625,0,75055,0,1052190,0,0,0,292112,0,0,0,0,0,0
11. Novembro,2903,Derivados halogenados dos hidrocarbonetos,0,0,13122,299010,0,38256,8568,333367,0,168998,0,232424,28975,71485,0,261853,14500,71380,0,218175,41866,59221,0,0,0,52561,0,0,0,432700,0,118224,0,0,0,0,0,0,0,0
11. Novembro,2844,"Elementos químicos radioactivos e isótopos radioactivos (incluídos os elementos químicos e isótopos cindíveis ou férteis), e seus compostos; misturas e resíduos contendo esses produtos",0,0,116,8727,0,0,0,0,0,8832,0,0,0,8891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,2842,"Outros sais dos ácidos ou peroxoácidos inorgânicos (incluindo aluminossilicatos de constituição química definida ou não), exceto azidas",0,0,8575,88152,5355,64526,21831,19200,2386,27329,44875,0,6020,11642,0,0,71100,0,0,0,0,10203,0,19998,28560,9991,15715,239801,89644,9692,68705,9014,22898,186897,0,0,0,287771,15250,0
11. Novembro,2837,"Cianetos, oxicianetos e cianetos complexos",0,0,2633,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,37737,0,0,0,0,0,0,0,0,0,26765,0,0,0,0,0,0,0,0,0,0
11. Novembro,2836,Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amónio comercial contendo carbamato de amónio,0,0,2537,70817,2474,75357,347705,326997,298620,0,0,35118,80680,138509,108047,18845,324841,0,94639,0,29623,0,25061,0,105352,0,81082,69159,102506,0,151668,0,137116,66870,32836,0,0,68696,10380,0
11. Novembro,2833,Sulfatos; alúmenes; peroxosulfatos (persulfatos),0,0,280777,630285,20101,407131,154976,339681,3450,186131,82974,67470,326011,14650,1560499,66455,1096914,14336,188502,58025,205345,0,376130,10012,426241,0,109792,0,92567,4103,256790,1075,54511,11138,3502,8200,0,37730,29401,0
11. Novembro,2829,Cloratos e percloratos; bromatos e perbromatos; iodatos e periodatos,0,0,3420504,82356,478203,0,3502921,86075,1284258,0,930794,0,887689,76910,548788,0,795458,0,921915,0,1561541,59193,422219,79570,4104981,0,1622097,0,666805,0,840994,0,1063625,73792,1055895,0,1209744,6074,1232226,0
11. Novembro,2827,"Cloretos, oxicloretos e hidroxicloretos; brometos e oxibrometos; iodetos e oxiiodetos",0,0,2920174,75186,1017511,22651,632321,977378,1056560,0,250984,409009,1551288,346845,340470,292548,61503,71298,496350,268902,1177137,12044,1264802,423003,3070486,765263,3569769,624873,2458910,654332,1460848,112313,1412693,335836,2033823,119433,2878920,548618,743768,279499
11. Novembro,2817,Óxido de zinco; peróxido de zinco,0,0,269,0,0,0,0,0,270,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,2809,"Pentóxido de difosfóro; ácido fosfórico; ácidos polifosfóricos, de constituição química definida ou não",0,0,52206,0,12447,208256,25778,0,25919,49916,66241,46228,0,44031,0,42757,0,44425,0,0,822,21255,0,0,0,0,0,47572,250,0,0,0,0,0,0,0,0,32843,0,15655
11. Novembro,2804,"Hidrogénio, gases raros e outros elementos não metálicos",0,0,36750,0,20284,375377,25020,294038,0,112065,0,30020,0,61574,0,0,0,90353,0,79449,0,37629,90922,0,37936,149971,0,364639,0,572,0,0,0,174302,0,0,0,74604,0,0
11. Novembro,2801,"Flúor, cloro, bromo e iodo",0,0,1551931,0,0,0,1385000,3186558,795945,3336549,36350,0,0,2559066,0,3433475,488612,2428311,0,2727438,508715,3956728,184590,5571411,1127344,5924192,497821,9907710,732720,5814134,12387,2883879,0,2265848,0,1333955,271310,3066706,7221,2193729
11. Novembro,2712,"Vaselina; parafina, cera de petróleo microcristalina, slack wax, ozocerite, cera de linhite, cera de turfa, outras ceras minerais e produtos semelhantes obtidos por síntese ou por outros processos, mesmo corados",0,0,5139,0,275,26,240,0,2564,3700,3624,0,0,0,2755,816,0,86,0,0,0,0,0,898,8560,17,7000,0,0,29036,0,31178,0,63888,0,0,0,0,0,0
11. Novembro,2710,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento",0,0,4,538593,74112,208308,0,271436,35326,717665,21679,573718,19397,136637,55563,127457,0,131432,15562,165796,29479,302968,39647,174633,4130,258269,7171,447076,0,1052300,3229,504836,0,150780,0,185637,0,2894,0,59502
11. Novembro,2602,"Minérios de manganês e seus concentrados, incluídos os minérios de manganês ferruginosos e seus concentrados, de teor de manganês de => 20%, em peso, sobre o produto seco",0,0,5022646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,2525,"Mica, incluída a mica clivada em lamelas irregulares (splittings); desperdícios de mica",0,0,2779,0,0,23699,0,0,0,25139,0,26384,0,0,0,32764,0,0,0,16760,0,0,0,0,0,6500,0,0,0,63005,0,66233,0,0,0,0,0,0,0,0
11. Novembro,2509,Cre,0,0,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0
11. Novembro,2203,Cervejas de malte,0,0,59418,29444,51289,32639,51744,0,0,89949,0,15200,0,26243,0,25881,0,13297,0,13930,0,0,0,0,0,53911,0,12392,0,19468,0,0,0,0,0,0,0,0,0,0
11. Novembro,2106,Preparações alimentícias não especificadas nem compreendidas noutras posições,0,0,157893,232704,746,539884,98342,133731,15979,9756,8445,41335,0,228002,0,374971,0,554858,18880,25115,0,144326,0,90613,0,435606,0,133078,0,133707,2164,289738,1054,118021,0,85284,0,0,2032,4658
11. Novembro,2103,Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada,0,0,29915,34836,0,20949,0,47138,0,42464,0,7126,0,0,0,0,0,0,0,0,0,0,0,0,0,3168,0,5316,0,0,0,0,0,0,0,0,0,0,0,0
