unnamed_column,duplicated_0,duplicated_1,duplicated_2,duplicated_3,duplicated_4,duplicated_5,duplicated_6,duplicated_7,duplicated_8,duplicated_9,duplicated_10,duplicated_11,duplicated_12,duplicated_13,duplicated_14,duplicated_15,duplicated_16,duplicated_17,duplicated_18,duplicated_19,duplicated_20,duplicated_21,duplicated_22,duplicated_23,duplicated_24,duplicated_25,duplicated_26
,MG,313640,Joaquim Felício,129,120.0,-9,"-7,0%",80,31.0,-49,"-61,3%",1,0.0,-1,"-100,0%",36,32.0,-4,"-11,1%",43,40.0,-3,"-7,0%",289,223.0,-66,"-22,8%"
,MG,313650,Jordânia,122,112.0,-10,"-8,2%",0,4.0,4,#DIV/0!,8,9.0,1,"12,5%",116,108.0,-8,"-6,9%",140,146.0,6,"4,3%",386,379.0,-7,"-1,8%"
,MG,313652,José Gonçalves de Minas,4,9.0,5,"125,0%",10,10.0,0,"0,0%",5,2.0,-3,"-60,0%",41,43.0,2,"4,9%",16,18.0,2,"12,5%",76,82.0,6,"7,9%"
,MG,313655,José Raydan,16,13.0,-3,"-18,8%",107,112.0,5,"4,7%",2,0.0,-2,"-100,0%",81,85.0,4,"4,9%",41,58.0,17,"41,5%",247,268.0,21,"8,5%"
,MG,313657,Josenópolis,317,369.0,52,"16,4%",7,0.0,-7,"-100,0%",2,0.0,-2,"-100,0%",22,18.0,-4,"-18,2%",10,14.0,4,"40,0%",358,401.0,43,"12,0%"
,MG,313660,Nova União,85,81.0,-4,"-4,7%",137,140.0,3,"2,2%",14,11.0,-3,"-21,4%",166,164.0,-2,"-1,2%",109,118.0,9,"8,3%",511,514.0,3,"0,6%"
,MG,313665,Juatuba,58,70.0,12,"20,7%",4.328,5.124,796,"18,4%",93,118.0,25,"26,9%",826,851.0,25,"3,0%",3.385,3.831,446,"13,2%",8.690,9.994,1.304,"15,0%"
,MG,313670,Juiz de Fora,987,926.0,-61,"-6,2%",20.000,20.488,488,"2,4%",8.279,9.283,1.004,"12,1%",34.022,34.613,591,"1,7%",77.990,80.595,2.605,"3,3%",141.278,145.905,4.627,"3,3%"
,MG,313680,Juramento,96,93.0,-3,"-3,1%",3,4.0,1,"33,3%",5,23.0,18,"360,0%",49,34.0,-15,"-30,6%",40,53.0,13,"32,5%",193,207.0,14,"7,3%"
,MG,313690,Juruaia,127,131.0,4,"3,1%",1.271,1.278,7,"0,6%",47,42.0,-5,"-10,6%",431,418.0,-13,"-3,0%",205,249.0,44,"21,5%",2.081,2.118,37,"1,8%"
,MG,313695,Juvenília,50,47.0,-3,"-6,0%",3,4.0,1,"33,3%",8,3.0,-5,"-62,5%",35,45.0,10,"28,6%",25,27.0,2,"8,0%",121,126.0,5,"4,1%"
,MG,313700,Ladainha,54,63.0,9,"16,7%",4,2.0,-2,"-50,0%",35,19.0,-16,"-45,7%",111,97.0,-14,"-12,6%",76,79.0,3,"3,9%",280,260.0,-20,"-7,1%"
,MG,313710,Lagamar,274,291.0,17,"6,2%",139,128.0,-11,"-7,9%",12,16.0,4,"33,3%",143,150.0,7,"4,9%",204,205.0,1,"0,5%",772,790.0,18,"2,3%"
,MG,313720,Lagoa da Prata,353,311.0,-42,"-11,9%",4.955,5.01,55,"1,1%",241,285.0,44,"18,3%",3.517,3.677,160,"4,5%",4.304,4.547,243,"5,6%",13.370,13.83,460,"3,4%"
,MG,313730,Lagoa dos Patos,53,71.0,18,"34,0%",6,20.0,14,"233,3%",0,4.0,4,#DIV/0!,27,29.0,2,"7,4%",10,9.0,-1,"-10,0%",96,133.0,37,"38,5%"
,MG,313740,Lagoa Dourada,327,335.0,8,"2,4%",185,186.0,1,"0,5%",136,130.0,-6,"-4,4%",415,469.0,54,"13,0%",602,629.0,27,"4,5%",1.665,1.749,84,"5,0%"
,MG,313750,Lagoa Formosa,1.467,1.349,-118,"-8,0%",445,477.0,32,"7,2%",79,79.0,0,"0,0%",671,655.0,-16,"-2,4%",546,601.0,55,"10,1%",3.208,3.161,-47,"-1,5%"
,MG,313753,Lagoa Grande,566,697.0,131,"23,1%",113,118.0,5,"4,4%",20,34.0,14,"70,0%",306,319.0,13,"4,2%",233,243.0,10,"4,3%",1.238,1.411,173,"14,0%"
,MG,313760,Lagoa Santa,100,98.0,-2,"-2,0%",4.420,5.066,646,"14,6%",1.749,1.821,72,"4,1%",3.931,3.95,19,"0,5%",6.058,6.334,276,"4,6%",16.258,17.269,1.011,"6,2%"
,MG,313770,Lajinha,122,119.0,-3,"-2,5%",231,213.0,-18,"-7,8%",88,58.0,-30,"-34,1%",728,716.0,-12,"-1,6%",688,793.0,105,"15,3%",1.857,1.899,42,"2,3%"
,MG,313780,Lambari,133,131.0,-2,"-1,5%",630,703.0,73,"11,6%",54,41.0,-13,"-24,1%",971,988.0,17,"1,8%",870,890.0,20,"2,3%",2.658,2.753,95,"3,6%"
,MG,313790,Lamim,13,10.0,-3,"-23,1%",42,45.0,3,"7,1%",12,12.0,0,"0,0%",34,38.0,4,"11,8%",21,30.0,9,"42,9%",122,135.0,13,"10,7%"
,MG,313800,Laranjal,55,48.0,-7,"-12,7%",228,215.0,-13,"-5,7%",6,15.0,9,"150,0%",115,118.0,3,"2,6%",474,450.0,-24,"-5,1%",878,846.0,-32,"-3,6%"
,MG,313810,Lassance,1.514,1.445,-69,"-4,6%",11,82.0,71,"645,5%",0,0.0,0,#DIV/0!,190,140.0,-50,"-26,3%",91,71.0,-20,"-22,0%",1.806,1.738,-68,"-3,8%"
,MG,313820,Lavras,1.261,1.312,51,"4,0%",6.407,6.414,7,"0,1%",1.969,2.0,31,"1,6%",6.859,7.125,266,"3,9%",10.512,11.045,533,"5,1%",27.008,27.896,888,"3,3%"
,MG,313830,Leandro Ferreira,121,110.0,-11,"-9,1%",90,51.0,-39,"-43,3%",4,9.0,5,"125,0%",47,40.0,-7,"-14,9%",43,47.0,4,"9,3%",305,257.0,-48,"-15,7%"
,MG,313835,Leme do Prado,15,14.0,-1,"-6,7%",19,24.0,5,"26,3%",19,20.0,1,"5,3%",43,51.0,8,"18,6%",47,53.0,6,"12,8%",143,162.0,19,"13,3%"
,MG,313840,Leopoldina,703,627.0,-76,"-10,8%",1.672,1.69,18,"1,1%",435,397.0,-38,"-8,7%",3.163,3.27,107,"3,4%",3.308,3.484,176,"5,3%",9.281,9.468,187,"2,0%"
,MG,313850,Liberdade,123,116.0,-7,"-5,7%",50,48.0,-2,"-4,0%",0,0.0,0,#DIV/0!,137,140.0,3,"2,2%",101,94.0,-7,"-6,9%",411,398.0,-13,"-3,2%"
,MG,313860,Lima Duarte,351,331.0,-20,"-5,7%",449,476.0,27,"6,0%",69,50.0,-19,"-27,5%",693,722.0,29,"4,2%",716,797.0,81,"11,3%",2.278,2.376,98,"4,3%"
,MG,313862,Limeira do Oeste,249,280.0,31,"12,4%",1.686,1.97,284,"16,8%",20,29.0,9,"45,0%",352,337.0,-15,"-4,3%",386,423.0,37,"9,6%",2.693,3.039,346,"12,8%"
,MG,313865,Lontra,50,55.0,5,"10,0%",114,129.0,15,"13,2%",19,13.0,-6,"-31,6%",93,84.0,-9,"-9,7%",68,106.0,38,"55,9%",344,387.0,43,"12,5%"
,MG,313867,Luisburgo,15,11.0,-4,"-26,7%",17,21.0,4,"23,5%",4,6.0,2,"50,0%",56,67.0,11,"19,6%",40,55.0,15,"37,5%",132,160.0,28,"21,2%"
,MG,313868,Luislândia,9,12.0,3,"33,3%",2,2.0,0,"0,0%",12,10.0,-2,"-16,7%",42,43.0,1,"2,4%",53,51.0,-2,"-3,8%",118,118.0,0,"0,0%"
,MG,313870,Luminárias,378,388.0,10,"2,6%",291,289.0,-2,"-0,7%",4,5.0,1,"25,0%",128,135.0,7,"5,5%",75,84.0,9,"12,0%",876,901.0,25,"2,9%"
,MG,313880,Luz,647,649.0,2,"0,3%",729,796.0,67,"9,2%",55,84.0,29,"52,7%",1.035,1.025,-10,"-1,0%",1.285,1.368,83,"6,5%",3.751,3.922,171,"4,6%"
,MG,313890,Machacalis,67,70.0,3,"4,5%",17,18.0,1,"5,9%",0,1.0,1,#DIV/0!,68,68.0,0,"0,0%",109,137.0,28,"25,7%",261,294.0,33,"12,6%"
,MG,313900,Machado,1.643,1.592,-51,"-3,1%",2.335,2.408,73,"3,1%",271,282.0,11,"4,1%",2.005,2.041,36,"1,8%",2.450,2.765,315,"12,9%",8.704,9.088,384,"4,4%"
,MG,313910,Madre de Deus de Minas,299,323.0,24,"8,0%",198,213.0,15,"7,6%",50,43.0,-7,"-14,0%",196,186.0,-10,"-5,1%",118,135.0,17,"14,4%",861,900.0,39,"4,5%"
,MG,313920,Malacacheta,69,78.0,9,"13,0%",63,76.0,13,"20,6%",49,53.0,4,"8,2%",280,270.0,-10,"-3,6%",501,590.0,89,"17,8%",962,1.067,105,"10,9%"
,MG,313925,Mamonas,0,0.0,0,#DIV/0!,70,67.0,-3,"-4,3%",1,2.0,1,"100,0%",39,40.0,1,"2,6%",16,12.0,-4,"-25,0%",126,121.0,-5,"-4,0%"
,MG,313930,Manga,197,220.0,23,"11,7%",65,71.0,6,"9,2%",9,40.0,31,"344,4%",330,331.0,1,"0,3%",382,426.0,44,"11,5%",983,1.088,105,"10,7%"
,MG,313940,Manhuaçu,553,554.0,1,"0,2%",2.812,2.86,48,"1,7%",2.240,2.419,179,"8,0%",5.691,5.745,54,"0,9%",9.094,9.874,780,"8,6%",20.390,21.452,1.062,"5,2%"
,MG,313950,Manhumirim,177,218.0,41,"23,2%",100,94.0,-6,"-6,0%",172,178.0,6,"3,5%",1.086,1.064,-22,"-2,0%",1.242,1.336,94,"7,6%",2.777,2.89,113,"4,1%"
,MG,313960,Mantena,79,80.0,1,"1,3%",876,931.0,55,"6,3%",31,39.0,8,"25,8%",1.131,1.203,72,"6,4%",985,1.002,17,"1,7%",3.102,3.255,153,"4,9%"
,MG,313970,Maravilhas,210,204.0,-6,"-2,9%",756,730.0,-26,"-3,4%",10,29.0,19,"190,0%",252,252.0,0,"0,0%",162,184.0,22,"13,6%",1.390,1.399,9,"0,6%"
,MG,313980,Mar de Espanha,177,190.0,13,"7,3%",1.968,1.979,11,"0,6%",46,62.0,16,"34,8%",422,459.0,37,"8,8%",274,511.0,237,"86,5%",2.887,3.201,314,"10,9%"
,MG,313990,Maria da Fé,125,126.0,1,"0,8%",296,363.0,67,"22,6%",20,15.0,-5,"-25,0%",295,293.0,-2,"-0,7%",386,381.0,-5,"-1,3%",1.122,1.178,56,"5,0%"
,MG,314000,Mariana,135,115.0,-20,"-14,8%",2.743,2.99,247,"9,0%",4.924,5.802,878,"17,8%",3.016,3.057,41,"1,4%",7.081,7.579,498,"7,0%",17.899,19.543,1.644,"9,2%"
,MG,314010,Marilac,265,239.0,-26,"-9,8%",2,1.0,-1,"-50,0%",0,4.0,4,#DIV/0!,59,54.0,-5,"-8,5%",26,29.0,3,"11,5%",352,327.0,-25,"-7,1%"
,MG,314015,Mário Campos,146,150.0,4,"2,7%",345,403.0,58,"16,8%",60,104.0,44,"73,3%",471,439.0,-32,"-6,8%",721,832.0,111,"15,4%",1.743,1.928,185,"10,6%"
,MG,314020,Maripá de Minas,74,76.0,2,"2,7%",379,395.0,16,"4,2%",8,17.0,9,"112,5%",124,139.0,15,"12,1%",133,125.0,-8,"-6,0%",718,752.0,34,"4,7%"
,MG,314030,Marliéria,87,70.0,-17,"-19,5%",42,22.0,-20,"-47,6%",13,13.0,0,"0,0%",74,72.0,-2,"-2,7%",34,30.0,-4,"-11,8%",250,207.0,-43,"-17,2%"
,MG,314040,Marmelópolis,34,35.0,1,"2,9%",35,30.0,-5,"-14,3%",0,0.0,0,#DIV/0!,77,71.0,-6,"-7,8%",17,23.0,6,"35,3%",163,159.0,-4,"-2,5%"
,MG,314050,Martinho Campos,1.434,1.563,129,"9,0%",388,316.0,-72,"-18,6%",47,59.0,12,"25,5%",768,756.0,-12,"-1,6%",1.523,1.564,41,"2,7%",4.160,4.258,98,"2,4%"
,MG,314053,Martins Soares,23,27.0,4,"17,4%",154,160.0,6,"3,9%",4,5.0,1,"25,0%",236,274.0,38,"16,1%",104,112.0,8,"7,7%",521,578.0,57,"10,9%"
,MG,314055,Mata Verde,13,11.0,-2,"-15,4%",31,29.0,-2,"-6,5%",22,1.0,-21,"-95,5%",61,82.0,21,"34,4%",30,38.0,8,"26,7%",157,161.0,4,"2,5%"
,MG,314060,Materlândia,81,82.0,1,"1,2%",4,2.0,-2,"-50,0%",2,5.0,3,"150,0%",34,36.0,2,"5,9%",40,55.0,15,"37,5%",161,180.0,19,"11,8%"
,MG,314070,Mateus Leme,376,328.0,-48,"-12,8%",3.197,3.312,115,"3,6%",250,690.0,440,"176,0%",1.082,1.128,46,"4,3%",1.197,1.271,74,"6,2%",6.102,6.729,627,"10,3%"
,MG,314080,Matias Barbosa,129,105.0,-24,"-18,6%",739,714.0,-25,"-3,4%",1.988,2.614,626,"31,5%",672,638.0,-34,"-5,1%",2.041,4.833,2.792,"136,8%",5.569,8.904,3.335,"59,9%"
,MG,314085,Matias Cardoso,758,771.0,13,"1,7%",11,17.0,6,"54,5%",45,39.0,-6,"-13,3%",78,82.0,4,"5,1%",20,25.0,5,"25,0%",912,934.0,22,"2,4%"
,MG,314090,Matipó,155,149.0,-6,"-3,9%",187,196.0,9,"4,8%",142,123.0,-19,"-13,4%",1.100,1.088,-12,"-1,1%",564,594.0,30,"5,3%",2.148,2.15,2,"0,1%"
,MG,314100,Mato Verde,8,6.0,-2,"-25,0%",175,190.0,15,"8,6%",99,104.0,5,"5,1%",355,271.0,-84,"-23,7%",237,253.0,16,"6,8%",874,824.0,-50,"-5,7%"
,MG,314110,Matozinhos,217,209.0,-8,"-3,7%",4.880,5.351,471,"9,7%",7.628,7.809,181,"2,4%",1.662,1.668,6,"0,4%",1.780,1.714,-66,"-3,7%",16.167,16.751,584,"3,6%"
,MG,314120,Matutina,80,89.0,9,"11,3%",119,117.0,-2,"-1,7%",4,0.0,-4,"-100,0%",67,65.0,-2,"-3,0%",67,66.0,-1,"-1,5%",337,337.0,0,"0,0%"
,MG,314130,Medeiros,345,348.0,3,"0,9%",22,28.0,6,"27,3%",11,25.0,14,"127,3%",144,152.0,8,"5,6%",66,83.0,17,"25,8%",588,636.0,48,"8,2%"
,MG,314140,Medina,83,94.0,11,"13,3%",311,304.0,-7,"-2,3%",60,83.0,23,"38,3%",293,329.0,36,"12,3%",518,552.0,34,"6,6%",1.265,1.362,97,"7,7%"
,MG,314150,Mendes Pimentel,23,21.0,-2,"-8,7%",39,45.0,6,"15,4%",30,7.0,-23,"-76,7%",101,80.0,-21,"-20,8%",92,113.0,21,"22,8%",285,266.0,-19,"-6,7%"
,MG,314160,Mercês,77,96.0,19,"24,7%",236,236.0,0,"0,0%",24,22.0,-2,"-8,3%",192,219.0,27,"14,1%",278,304.0,26,"9,4%",807,877.0,70,"8,7%"
,MG,314170,Mesquita,18,20.0,2,"11,1%",0,0.0,0,#DIV/0!,21,1.0,-20,"-95,2%",61,66.0,5,"8,2%",35,38.0,3,"8,6%",135,125.0,-10,"-7,4%"
,MG,314180,Minas Novas,464,460.0,-4,"-0,9%",142,146.0,4,"2,8%",108,111.0,3,"2,8%",474,505.0,31,"6,5%",510,552.0,42,"8,2%",1.698,1.774,76,"4,5%"
,MG,314190,Minduri,225,239.0,14,"6,2%",308,310.0,2,"0,6%",11,11.0,0,"0,0%",106,101.0,-5,"-4,7%",79,89.0,10,"12,7%",729,750.0,21,"2,9%"
,MG,314200,Mirabela,51,54.0,3,"5,9%",53,78.0,25,"47,2%",27,23.0,-4,"-14,8%",280,256.0,-24,"-8,6%",178,268.0,90,"50,6%",589,679.0,90,"15,3%"
,MG,314210,Miradouro,118,115.0,-3,"-2,5%",43,39.0,-4,"-9,3%",15,22.0,7,"46,7%",371,388.0,17,"4,6%",254,267.0,13,"5,1%",801,831.0,30,"3,7%"
,MG,314220,Miraí,92,82.0,-10,"-10,9%",1.300,1.405,105,"8,1%",33,30.0,-3,"-9,1%",250,264.0,14,"5,6%",572,616.0,44,"7,7%",2.247,2.397,150,"6,7%"
,MG,314225,Miravânia,5,2.0,-3,"-60,0%",0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,42,55.0,13,"31,0%",4,5.0,1,"25,0%",51,62.0,11,"21,6%"
,MG,314230,Moeda,49,51.0,2,"4,1%",101,105.0,4,"4,0%",3,8.0,5,"166,7%",171,164.0,-7,"-4,1%",220,246.0,26,"11,8%",544,574.0,30,"5,5%"
,MG,314240,Moema,100,99.0,-1,"-1,0%",193,197.0,4,"2,1%",3,24.0,21,"700,0%",241,262.0,21,"8,7%",202,227.0,25,"12,4%",739,809.0,70,"9,5%"
,MG,314250,Monjolos,65,63.0,-2,"-3,1%",55,42.0,-13,"-23,6%",7,17.0,10,"142,9%",25,28.0,3,"12,0%",7,10.0,3,"42,9%",159,160.0,1,"0,6%"
,MG,314260,Monsenhor Paulo,308,333.0,25,"8,1%",569,641.0,72,"12,7%",15,15.0,0,"0,0%",216,255.0,39,"18,1%",392,420.0,28,"7,1%",1.500,1.664,164,"10,9%"
,MG,314270,Montalvânia,147,113.0,-34,"-23,1%",23,28.0,5,"21,7%",15,49.0,34,"226,7%",278,304.0,26,"9,4%",238,232.0,-6,"-2,5%",701,726.0,25,"3,6%"
,MG,314280,Monte Alegre de Minas,1.691,1.762,71,"4,2%",259,269.0,10,"3,9%",52,55.0,3,"5,8%",773,802.0,29,"3,8%",688,629.0,-59,"-8,6%",3.463,3.517,54,"1,6%"
,MG,314290,Monte Azul,26,22.0,-4,"-15,4%",156,132.0,-24,"-15,4%",11,24.0,13,"118,2%",409,379.0,-30,"-7,3%",345,368.0,23,"6,7%",947,925.0,-22,"-2,3%"
,MG,314300,Monte Belo,632,750.0,118,"18,7%",1.816,1.599,-217,"-11,9%",51,49.0,-2,"-3,9%",678,691.0,13,"1,9%",1.080,1.158,78,"7,2%",4.257,4.247,-10,"-0,2%"
,MG,314310,Monte Carmelo,2.006,1.979,-27,"-1,3%",1.556,1.569,13,"0,8%",280,267.0,-13,"-4,6%",3.234,3.232,-2,"-0,1%",2.656,2.725,69,"2,6%",9.732,9.772,40,"0,4%"
,MG,314315,Monte Formoso,20,15.0,-5,"-25,0%",5,8.0,3,"60,0%",18,12.0,-6,"-33,3%",38,40.0,2,"5,3%",11,11.0,0,"0,0%",92,86.0,-6,"-6,5%"
,MG,314320,Monte Santo de Minas,1.269,1.31,41,"3,2%",684,688.0,4,"0,6%",75,108.0,33,"44,0%",825,825.0,0,"0,0%",820,844.0,24,"2,9%",3.673,3.775,102,"2,8%"
,MG,314330,Montes Claros,2.588,2.694,106,"4,1%",12.709,12.207,-502,"-3,9%",6.394,7.22,826,"12,9%",24.455,24.933,478,"2,0%",44.040,46.669,2.629,"6,0%",90.186,93.723,3.537,"3,9%"
,MG,314340,Monte Sião,185,183.0,-2,"-1,1%",2.451,2.245,-206,"-8,4%",48,55.0,7,"14,6%",1.258,1.234,-24,"-1,9%",828,836.0,8,"1,0%",4.770,4.553,-217,"-4,5%"
,MG,314345,Montezuma,238,223.0,-15,"-6,3%",7,6.0,-1,"-14,3%",0,0.0,0,#DIV/0!,33,31.0,-2,"-6,1%",86,105.0,19,"22,1%",364,365.0,1,"0,3%"
,MG,314350,Morada Nova de Minas,1.191,1.215,24,"2,0%",436,478.0,42,"9,6%",27,45.0,18,"66,7%",234,254.0,20,"8,5%",338,340.0,2,"0,6%",2.226,2.332,106,"4,8%"
,MG,314360,Morro da Garça,142,157.0,15,"10,6%",16,4.0,-12,"-75,0%",8,9.0,1,"12,5%",8,12.0,4,"50,0%",3,6.0,3,"100,0%",177,188.0,11,"6,2%"
,MG,314370,Morro do Pilar,19,17.0,-2,"-10,5%",3,2.0,-1,"-33,3%",12,3.0,-9,"-75,0%",52,55.0,3,"5,8%",22,23.0,1,"4,5%",108,100.0,-8,"-7,4%"
,MG,314380,Munhoz,373,405.0,32,"8,6%",200,209.0,9,"4,5%",9,7.0,-2,"-22,2%",192,198.0,6,"3,1%",58,60.0,2,"3,4%",832,879.0,47,"5,6%"
,MG,314390,Muriaé,557,554.0,-3,"-0,5%",4.274,4.189,-85,"-2,0%",1.270,1.44,170,"13,4%",7.349,7.469,120,"1,6%",10.514,11.542,1.028,"9,8%",23.964,25.194,1.230,"5,1%"
,MG,314400,Mutum,197,183.0,-14,"-7,1%",584,627.0,43,"7,4%",65,62.0,-3,"-4,6%",720,747.0,27,"3,8%",581,588.0,7,"1,2%",2.147,2.207,60,"2,8%"
,MG,314410,Muzambinho,395,393.0,-2,"-0,5%",407,396.0,-11,"-2,7%",941,1.032,91,"9,7%",946,917.0,-29,"-3,1%",1.055,1.068,13,"1,2%",3.744,3.806,62,"1,7%"
,MG,314420,Nacip Raydan,21,17.0,-4,"-19,0%",0,0.0,0,#DIV/0!,16,3.0,-13,"-81,3%",11,11.0,0,"0,0%",4,3.0,-1,"-25,0%",52,34.0,-18,"-34,6%"
,MG,314430,Nanuque,746,708.0,-38,"-5,1%",1.259,1.403,144,"11,4%",250,236.0,-14,"-5,6%",1.585,1.576,-9,"-0,6%",1.730,1.941,211,"12,2%",5.570,5.864,294,"5,3%"
,MG,314435,Naque,35,36.0,1,"2,9%",1,3.0,2,"200,0%",20,4.0,-16,"-80,0%",114,135.0,21,"18,4%",185,193.0,8,"4,3%",355,371.0,16,"4,5%"
,MG,314437,Natalândia,55,61.0,6,"10,9%",4,9.0,5,"125,0%",4,6.0,2,"50,0%",36,36.0,0,"0,0%",102,115.0,13,"12,7%",201,227.0,26,"12,9%"
,MG,314440,Natércia,66,70.0,4,"6,1%",34,40.0,6,"17,6%",30,3.0,-27,"-90,0%",85,84.0,-1,"-1,2%",113,133.0,20,"17,7%",328,330.0,2,"0,6%"
,MG,314450,Nazareno,366,386.0,20,"5,5%",687,718.0,31,"4,5%",258,291.0,33,"12,8%",216,206.0,-10,"-4,6%",262,281.0,19,"7,3%",1.789,1.882,93,"5,2%"
,MG,314460,Nepomuceno,1.117,1.158,41,"3,7%",342,360.0,18,"5,3%",90,120.0,30,"33,3%",1.120,1.088,-32,"-2,9%",894,947.0,53,"5,9%",3.563,3.673,110,"3,1%"
,MG,314465,Ninheira,294,336.0,42,"14,3%",22,37.0,15,"68,2%",10,24.0,14,"140,0%",81,77.0,-4,"-4,9%",35,57.0,22,"62,9%",442,531.0,89,"20,1%"
,MG,314467,Nova Belém,15,14.0,-1,"-6,7%",0,0.0,0,#DIV/0!,1,3.0,2,"200,0%",17,16.0,-1,"-5,9%",4,6.0,2,"50,0%",37,39.0,2,"5,4%"
,MG,314470,Nova Era,1.456,1.497,41,"2,8%",438,415.0,-23,"-5,3%",276,295.0,19,"6,9%",621,630.0,9,"1,4%",1.250,1.297,47,"3,8%",4.041,4.134,93,"2,3%"
,MG,314480,Nova Lima,128,131.0,3,"2,3%",13.017,13.062,45,"0,3%",10.932,8.394,-2.538,"-23,2%",7.058,7.275,217,"3,1%",31.297,31.877,580,"1,9%",62.432,60.739,-1.693,"-2,7%"
,MG,314490,Nova Módica,131,124.0,-7,"-5,3%",6,6.0,0,"0,0%",7,8.0,1,"14,3%",49,54.0,5,"10,2%",28,31.0,3,"10,7%",221,223.0,2,"0,9%"
,MG,314500,Nova Ponte,1.230,1.241,11,"0,9%",519,460.0,-59,"-11,4%",53,37.0,-16,"-30,2%",473,536.0,63,"13,3%",1.067,981.0,-86,"-8,1%",3.342,3.255,-87,"-2,6%"
,MG,314505,Nova Porteirinha,634,582.0,-52,"-8,2%",149,155.0,6,"4,0%",38,11.0,-27,"-71,1%",81,88.0,7,"8,6%",219,257.0,38,"17,4%",1.121,1.093,-28,"-2,5%"
,MG,314510,Nova Resende,222,307.0,85,"38,3%",282,285.0,3,"1,1%",80,83.0,3,"3,8%",541,556.0,15,"2,8%",262,272.0,10,"3,8%",1.387,1.503,116,"8,4%"
,MG,314520,Nova Serrana,209,239.0,30,"14,4%",15.870,15.486,-384,"-2,4%",437,447.0,10,"2,3%",4.351,4.548,197,"4,5%",4.263,4.384,121,"2,8%",25.130,25.104,-26,"-0,1%"
,MG,314530,Novo Cruzeiro,137,112.0,-25,"-18,2%",182,204.0,22,"12,1%",59,58.0,-1,"-1,7%",328,332.0,4,"1,2%",625,692.0,67,"10,7%",1.331,1.398,67,"5,0%"
,MG,314535,Novo Oriente de Minas,50,61.0,11,"22,0%",66,64.0,-2,"-3,0%",13,12.0,-1,"-7,7%",111,99.0,-12,"-10,8%",141,158.0,17,"12,1%",381,394.0,13,"3,4%"
,MG,314537,Novorizonte,5,3.0,-2,"-40,0%",41,54.0,13,"31,7%",15,36.0,21,"140,0%",46,44.0,-2,"-4,3%",231,280.0,49,"21,2%",338,417.0,79,"23,4%"
,MG,314540,Olaria,34,36.0,2,"5,9%",4,3.0,-1,"-25,0%",4,5.0,1,"25,0%",39,44.0,5,"12,8%",19,22.0,3,"15,8%",100,110.0,10,"10,0%"
,MG,314545,Olhos-d'Água,524,553.0,29,"5,5%",146,141.0,-5,"-3,4%",3,5.0,2,"66,7%",92,101.0,9,"9,8%",224,218.0,-6,"-2,7%",989,1.018,29,"2,9%"
,MG,314550,Olímpio Noronha,85,89.0,4,"4,7%",49,29.0,-20,"-40,8%",9,15.0,6,"66,7%",40,38.0,-2,"-5,0%",36,31.0,-5,"-13,9%",219,202.0,-17,"-7,8%"
,MG,314560,Oliveira,1.620,1.593,-27,"-1,7%",2.651,2.957,306,"11,5%",442,411.0,-31,"-7,0%",1.874,1.896,22,"1,2%",2.810,2.961,151,"5,4%",9.397,9.818,421,"4,5%"
,MG,314570,Oliveira Fortes,7,8.0,1,"14,3%",12,12.0,0,"0,0%",1,2.0,1,"100,0%",20,17.0,-3,"-15,0%",11,15.0,4,"36,4%",51,54.0,3,"5,9%"
,MG,314580,Onça de Pitangui,303,299.0,-4,"-1,3%",25,21.0,-4,"-16,0%",0,0.0,0,#DIV/0!,5,5.0,0,"0,0%",12,13.0,1,"8,3%",345,338.0,-7,"-2,0%"
,MG,314585,Oratórios,153,162.0,9,"5,9%",36,32.0,-4,"-11,1%",21,38.0,17,"81,0%",87,89.0,2,"2,3%",55,51.0,-4,"-7,3%",352,372.0,20,"5,7%"
,MG,314587,Orizânia,2,2.0,0,"0,0%",3,2.0,-1,"-33,3%",6,10.0,4,"66,7%",84,77.0,-7,"-8,3%",69,74.0,5,"7,2%",164,165.0,1,"0,6%"
,MG,314590,Ouro Branco,47,54.0,7,"14,9%",7.208,7.075,-133,"-1,8%",1.886,3.942,2.056,"109,0%",1.856,1.95,94,"5,1%",4.137,4.445,308,"7,4%",15.134,17.466,2.332,"15,4%"
,MG,314600,Ouro Fino,458,441.0,-17,"-3,7%",1.966,2.005,39,"2,0%",109,79.0,-30,"-27,5%",2.057,2.041,-16,"-0,8%",1.972,2.214,242,"12,3%",6.562,6.78,218,"3,3%"
,MG,314610,Ouro Preto,311,272.0,-39,"-12,5%",5.502,6.295,793,"14,4%",5.593,5.762,169,"3,0%",3.082,3.119,37,"1,2%",6.189,6.685,496,"8,0%",20.677,22.133,1.456,"7,0%"
,MG,314620,Ouro Verde de Minas,31,28.0,-3,"-9,7%",3,2.0,-1,"-33,3%",1,4.0,3,"300,0%",64,60.0,-4,"-6,3%",44,43.0,-1,"-2,3%",143,137.0,-6,"-4,2%"
,MG,314625,Padre Carvalho,12,11.0,-1,"-8,3%",27,19.0,-8,"-29,6%",2,10.0,8,"400,0%",45,48.0,3,"6,7%",65,68.0,3,"4,6%",151,156.0,5,"3,3%"
,MG,314630,Padre Paraíso,27,30.0,3,"11,1%",98,109.0,11,"11,2%",32,77.0,45,"140,6%",313,341.0,28,"8,9%",411,480.0,69,"16,8%",881,1.037,156,"17,7%"
